Subject Id	Subject Flag	Agreed Hours
LGACOMP024A	C	50
LGACOMP025A	C	55
LGACOMP026A	C	40
LGACOR001	C	70
LGACOR002	C	60
LGACOR003	C	60
LGACOR004	C	40
LGACOR005	C	50
LGACOR006	C	50
LGACOR007	C	60
LGACOR008	C	50
LGACOR009	C	60
LGACOR010	C	60
LGACOR011	C	50
LGACORE101A	C	20
LGACORE101B	C	30
LGACORE102A	C	20
LGACORE102B	C	18
LGACORE103A	C	30
LGACORE103B	C	20
LGACORE104A	C	60
LGACORE104B	C	60
LGACORE105A	C	40
LGACORE105B	C	35
LGACORE501A	C	40
LGACORE501B	C	55
LGACORE601A	C	
LGACORE601B	C	45
LGACORE602A	C	
LGACORE602B	C	50
LGACORE603A	C	
LGACORE603B	C	40
LGACPRV501A	C	90
LGACPRV502A	C	80
LGACPRV503A	C	90
LGACPRV504A	C	90
LGACPRV505A	C	90
LGACPRV506A	C	60
LGADMIN417A	C	40
LGADMIN419A	C	80
LGADMIN420A	C	50
LGADMIN421A	C	25
LGADMIN422A	C	30
LGADMIN423A	C	50
LGADMIN424A	C	60
LGADMIN425A	C	60
LGADMIN525A	C	60
LGADMIN526A	C	80
LGADMIN527A	C	80
LGADMIN528A	C	80
LGADMIN529A	C	60
LGAEHRH302A	C	60
LGAEHRH302B	C	60
LGAEHRH303A	C	80
LGAEHRH304A	C	60
LGAEHRH305A	C	40
LGAEHRH403A	C	30
LGAEHRH404A	C	40
LGAEHRH405A	C	40
LGAEHRH502A	C	
LGAEHRH502B	C	40
LGAEHRH506A	C	
LGAEHRH506B	C	60
LGAEHRH510A	C	50
LGAEHRH602A	C	
LGAEHRH604A	C	40
LGAEHRH604B	C	20
LGAEHRH606A	C	50
LGAEHRH608A	C	
LGAEHRR202A	C	60
LGAEHRR202B	C	50
LGAEHRR203A	C	50
LGAEHRR203B	C	50
LGAEHRR301A	C	40
LGAEHRR301B	C	40
LGAEHRR302A	C	40
LGAEHRR302B	C	40
LGAEHRR303A	C	40
LGAEHRR303B	C	40
LGAEHRR304A	C	40
LGAEHRR304B	C	40
LGAEHRR401A	C	50
LGAEHRR402A	C	55
LGAEHRR501A	C	
LGAEHRR501B	C	45
LGAEHRR501C	C	20
LGAEHRR504A	C	
LGAEHRR504B	C	40
LGAEHRR504C	C	40
LGAEHRR509A	C	60
LGAEHRW201A	C	250
LGAEHRW503A	C	
LGAEHRW503B	C	40
LGAEHRW505A	C	
LGAEHRW505B	C	40
LGAEHRW507A	C	60
LGAEHRW508A	C	20
LGAEHRW601A	C	
LGAEHRW601B	C	60
LGAEHRW603A	C	
LGAEHRW603B	C	30
LGAEHRW605A	C	
LGAEHRW607A	C	
LGAGCM701A	C	80
LGAGCM702A	C	80
LGAGCM703A	C	80
LGAGCM704A	C	80
LGAGCM705A	C	80
LGAGCM706A	C	80
LGAGCM707A	C	80
LGAGCM708A	C	80
LGAGCM709A	C	80
LGAGCM710A	C	80
LGAGCM711A	C	80
LGAGCM712A	C	80
LGAGENE302A	C	35
LGAGENE303A	C	40
LGAGENE304A	C	40
LGAGENE401A	C	60
LGAGENE501A	C	40
LGAGENE502A	C	60
LGAGENE503	C	10
LGAGOVA201A	C	40
LGAGOVA201B	C	20
LGAGOVA202A	C	40
LGAGOVA202B	C	40
LGAGOVA203A	C	50
LGAGOVA301A	C	60
LGAGOVA301B	C	60
LGAGOVA303A	C	60
LGAGOVA303B	C	60
LGAGOVA304A	C	
LGAGOVA401A	C	35
LGAGOVA401B	C	30
LGAGOVA402A	C	30
LGAGOVA403A	C	30
LGAGOVA404A	C	
LGAGOVA404B	C	30
LGAGOVA405A	C	25
LGAGOVA406A	C	50
LGAGOVA407A	C	40
LGAGOVA408A	C	40
LGAGOVA408B	C	50
LGAGOVA409A	C	40
LGAGOVA410A	C	40
LGAGOVA410B	C	60
LGAGOVA411A	C	40
LGAGOVA412A	C	60
LGAGOVA413A	C	40
LGAGOVA413B	C	40
LGAGOVA501A	C	60
LGAGOVA501B	C	50
LGAGOVA502A	C	60
LGAGOVA502B	C	48
LGAGOVA503A	C	40
LGAGOVA504A	C	40
LGAGOVA505A	C	20
LGAGOVA505B	C	40
LGAGOVA506A	C	20
LGAGOVA506B	C	80
LGAGOVA507A	C	40
LGAGOVA508A	C	60
LGAGOVA601A	C	40
LGAGOVA602A	C	
LGAGOVA602B	C	40
LGAGOVA603A	C	60
LGAGOVA603B	C	65
LGAGOVA604A	C	
LGAGOVA605A	C	60
LGAGOVA606A	C	40
LGAGOVA606B	C	65
LGAGOVA607A	C	40
LGAGOVA608A	C	75
LGAGOVA609A	C	40
LGAGOVA610A	C	
LGAGOVA610B	C	50
LGAGOVA611A	C	
LGAGOVA611B	C	50
LGAGOVA612A	C	
LGAGOVA612B	C	45
LGAGOVA613A	C	
LGAGOVA613B	C	45
LGAGOVA614A	C	
LGAGOVA614B	C	40
LGAGOVA615A	C	50
LGAGOVA616A	C	50
LGAGOVA617A	C	50
LGAGOVA618A	C	50
LGALAND401A	C	28
LGALAND402A	C	50
LGALAND403A	C	40
LGALAND404A	C	30
LGALAND405A	C	40
LGALAND406A	C	30
LGALAND501A	C	40
LGALAND502A	C	60
LGALAND503A	C	60
LGALAND504A	C	80
LGAMEM001	C	100
LGAMEM002	C	50
LGAMEM003	C	50
LGAOPS001	C	60
LGAOPS002	C	40
LGAOPS003	C	60
LGAOPS004	C	40
LGAOPS005	C	60
LGAPLA001	C	150
LGAPLA002	C	100
LGAPLA003	C	80
LGAPLA004	C	60
LGAPLA005	C	50
LGAPLAN511A	C	60
LGAPLAN512A	C	50
LGAPLEM401A	C	60
LGAPLEM401B	C	70
LGAPLEM402A	C	40
LGAPLEM402B	C	60
LGAPLEM403A	C	20
LGAPLEM404A	C	30
LGAPLEM405A	C	40
LGAPLEM405B	C	40
LGAPLEM405C	C	40
LGAPLEM406A	C	20
LGAPLEM406B	C	40
LGAPLEM407A	C	60
LGAPLEM408A	C	30
LGAPLEM409A	C	40
LGAPLEM410A	C	40
LGAPLEM411A	C	50
LGAPLEM412A	C	80
LGAPLEM413A	C	80
LGAPLEM501A	C	60
LGAPLEM502A	C	55
LGAPLEM503A	C	
LGAPLEM503B	C	75
LGAPLEM504A	C	60
LGAPLEM506A	C	40
LGAPLEM507A	C	20
LGAPLEM508A	C	20
LGAPLEM509A	C	60
LGAPLEM510A	C	40
LGAPLEM511A	C	40
LGAPLEM512A	C	20
LGAPLEM513A	C	80
LGAPLEM602A	C	
LGAPLEM602B	C	40
LGAPLEM603A	C	
LGAPLEM603B	C	60
LGAPLEM604A	C	
LGAPLEM605A	C	
LGAPLEM606A	C	
LGAPLEM606B	C	50
LGAPLEM607A	C	35
LGAPLEM608A	C	
LGAPLEM609A	C	
LGAPLEM609B	C	40
LGAPLEM610A	C	35
LGAPLEM612A	C	
LGAPLEM612B	C	50
LGAPLEM613A	C	
LGAPLEM614A	C	
LGAPRO001	C	100
LGAPRO002	C	60
LGAPRO003	C	60
LGAREG001	C	20
LGAREG002	C	50
LGAREG003	C	40
LGAREGS301A	C	30
LGAREGS302A	C	20
LGAREGS303A	C	40
LGAREGS303B	C	40
LGAREGS304A	C	50
LGAREGS305A	C	40
LGAREGS402A	C	30
LGAREGS402B	C	40
LGAREGS403A	C	50
LGAREGS404A	C	40
LGAREGS406A	C	40
LGAWORK201A	C	12
LGAWORK204A	C	4
LGAWORK205A	C	16
LGAWORK206A	C	20
LGAWORK207A	C	60
LGAWORK208A	C	80
LGAWORK209A	C	120
LGAWORK210A	C	60
LGAWORK211A	C	25
LGAWORK212A	C	25
LGAWORK301A	C	40
LGAWORK302A	C	20
LGAWORK303A	C	40
LGAWORK304A	C	60
LGAWORK305A	C	60
LGAWORK306A	C	60
LGAWORK307A	C	80
LGAWORK308A	C	20
LGAWORK309A	C	20
LGAWORK310A	C	60
LGAWORK311A	C	60
LGAWORK401A	C	60
LGAWORK402A	C	60
LGAWORK403A	C	60
LGAWORK404A	C	80
LGAWORK405A	C	50
LGAWORK406A	C	50
LGAWORK501A	C	60
LGAWORK502A	C	80
LGAWORK503A	C	60
LGAWORK601A	C	40
LGAWORK602A	C	60
LGAWORK603A	C	40
LMFAH4001A	C	60
LMFAH4002A	C	80
LMFBA1001A	C	100
LMFBA2001A	C	40
LMFBA2002A	C	50
LMFBA2004A	C	24
LMFBA2005A	C	80
LMFBA2006A	C	50
LMFBA2007A	C	40
LMFBA2008A	C	50
LMFBA2009A	C	50
LMFBA2010A	C	60
LMFBA2011A	C	60
LMFBA3001A	C	60
LMFBA3002A	C	60
LMFBA3003A	C	60
LMFBA3004A	C	24
LMFBA3005A	C	20
LMFBA3006A	C	40
LMFBA3007A	C	40
LMFBA3008A	C	40
LMFBA3009A	C	36
LMFBA4001A	C	40
LMFCP2001A	C	40
LMFCP2002A	C	80
LMFCP3001A	C	80
LMFCP3002A	C	40
LMFCP3003A	C	40
LMFCP3004A	C	40
LMFCR0001A	C	40
LMFCR0001B	C	20
LMFCR0002A	C	20
LMFCR0002B	C	16
LMFCR0003A	C	20
LMFCR0003B	C	12
LMFCR0004A	C	15
LMFCR0004B	C	14
LMFDN4001A	C	36
LMFDN4001B	C	64
LMFDN4002A	C	64
LMFDN4002B	C	64
LMFDN4003A	C	36
LMFDN4003B	C	36
LMFDN4004A	C	80
LMFDN4004B	C	80
LMFDN4005A	C	54
LMFDN4005B	C	54
LMFDN5001A	C	72
LMFDN5001B	C	72
LMFDN5006A	C	60
LMFDN5006B	C	100
LMFFC1001A	C	90
LMFFC2001A	C	56
LMFFC2002A	C	32
LMFFC2003A	C	32
LMFFC2004A	C	22
LMFFC2005A	C	40
LMFFC2006A	C	40
LMFFC2007A	C	40
LMFFC2008A	C	80
LMFFC2009A	C	40
LMFFC3001A	C	24
LMFFC3002A	C	40
LMFFC3003A	C	80
LMFFC3004A	C	56
LMFFC3005A	C	56
LMFFC3006A	C	24
LMFFC3010A	C	56
LMFFC3011A	C	60
LMFFC3012A	C	40
LMFFC3013A	C	48
LMFFC3014A	C	20
LMFFC3015A	C	20
LMFFC3016A	C	32
LMFFC3017A	C	24
LMFFC3025A	C	28
LMFFC3030A	C	68
LMFFC3031A	C	48
LMFFC3032A	C	40
LMFFC3033A	C	40
LMFFC3034A	C	52
LMFFC3035A	C	28
LMFFC3036A	C	40
LMFFC3037A	C	52
LMFFC3038A	C	24
LMFFDT4001A	C	54
LMFFDT4002A	C	108
LMFFDT4003A	C	36
LMFFDT4004A	C	36
LMFFDT4005A	C	108
LMFFDT4006A	C	40
LMFFDT4007A	C	36
LMFFDT4008A	C	40
LMFFDT4009A	C	18
LMFFDT4010A	C	20
LMFFDT4011A	C	54
LMFFDT4012A	C	54
LMFFDT4013A	C	18
LMFFDT4014A	C	72
LMFFDT4015A	C	30
LMFFDT4016A	C	54
LMFFDT4017A	C	60
LMFFDT4018A	C	54
LMFFDT5001A	C	108
LMFFDT5002A	C	36
LMFFDT5003A	C	60
LMFFDT5004A	C	72
LMFFDT5005A	C	198
LMFFDT5007A	C	30
LMFFDT5008A	C	30
LMFFDT5009A	C	30
LMFFDT5010A	C	27
LMFFDT5011A	C	54
LMFFDT5013A	C	60
LMFFDT6001A	C	36
LMFFDT6002A	C	108
LMFFDT6003A	C	72
LMFFDT6004A	C	36
LMFFDT6005A	C	54
LMFFF1001A	C	100
LMFFF1001B	C	100
LMFFF2001A	C	48
LMFFF2001B	C	48
LMFFF2002A	C	56
LMFFF2002B	C	56
LMFFF2003A	C	40
LMFFF2003B	C	40
LMFFF2004A	C	24
LMFFF2004B	C	28
LMFFF2005A	C	24
LMFFF2005B	C	24
LMFFF2006A	C	60
LMFFF2006B	C	60
LMFFF2007A	C	52
LMFFF2007B	C	52
LMFFF2008A	C	40
LMFFF2008B	C	40
LMFFF3001A	C	52
LMFFF3001B	C	52
LMFFF3002A	C	40
LMFFF3002B	C	40
LMFFF3003A	C	52
LMFFF3003B	C	52
LMFFF3004A	C	20
LMFFF3004B	C	20
LMFFF3005A	C	24
LMFFF3005B	C	24
LMFFF3006A	C	40
LMFFF3006B	C	40
LMFFF3007A	C	40
LMFFF3007B	C	40
LMFFF3008A	C	60
LMFFF3008B	C	60
LMFFF3009A	C	40
LMFFF3009B	C	40
LMFFL1001A	C	100
LMFFL2001A	C	56
LMFFL2002A	C	20
LMFFL2003A	C	20
LMFFL2004A	C	32
LMFFL2101A	C	32
LMFFL2102A	C	24
LMFFL2103A	C	24
LMFFL2104A	C	24
LMFFL2105A	C	40
LMFFL2106A	C	16
LMFFL2107A	C	24
LMFFL2108A	C	24
LMFFL2109A	C	24
LMFFL2110A	C	24
LMFFL2111A	C	24
LMFFL2112A	C	32
LMFFL2201A	C	40
LMFFL2202A	C	96
LMFFL2203A	C	40
LMFFL2204A	C	60
LMFFL2301A	C	40
LMFFL2302A	C	60
LMFFL2501A	C	40
LMFFL2502A	C	16
LMFFL2503A	C	40
LMFFL2504A	C	24
LMFFL2505A	C	32
LMFFL3001A	C	24
LMFFL3001B	C	60
LMFFL3002A	C	24
LMFFL3101A	C	24
LMFFL3102A	C	24
LMFFL3201A	C	40
LMFFL3202A	C	80
LMFFL3203A	C	48
LMFFL3204A	C	56
LMFFL3205A	C	40
LMFFL3206A	C	80
LMFFL3207A	C	56
LMFFL3301A	C	40
LMFFL3302A	C	80
LMFFL3303A	C	40
LMFFL3304A	C	40
LMFFL3305A	C	40
LMFFL3306A	C	40
LMFFL3307A	C	40
LMFFL3308A	C	20
LMFFL3309A	C	24
LMFFL3310A	C	56
LMFFL3401A	C	40
LMFFL3402A	C	16
LMFFL3403A	C	16
LMFFL3404A	C	16
LMFFL3405A	C	16
LMFFL3406A	C	16
LMFFL3407A	C	40
LMFFL3501A	C	80
LMFFL3502A	C	80
LMFFL3503A	C	56
LMFFL3504A	C	60
LMFFL3505A	C	40
LMFFL3506A	C	40
LMFFL3507A	C	32
LMFFL3508A	C	32
LMFFL3509A	C	60
LMFFL3510A	C	32
LMFFL3511A	C	40
LMFFL3512A	C	28
LMFFL3513A	C	24
LMFFL3601A	C	24
LMFFL3602A	C	16
LMFFL3603A	C	16
LMFFL3604A	C	40
LMFFL3605A	C	40
LMFFM1001A	C	100
LMFFM1001B	C	100
LMFFM1002A	C	100
LMFFM1002B	C	100
LMFFM2001A	C	40
LMFFM2001B	C	39
LMFFM2002A	C	20
LMFFM2002B	C	20
LMFFM2003A	C	16
LMFFM2003B	C	16
LMFFM2004A	C	8
LMFFM2004B	C	8
LMFFM2005A	C	8
LMFFM2005B	C	8
LMFFM2006A	C	40
LMFFM2006B	C	40
LMFFM2007A	C	16
LMFFM2007B	C	16
LMFFM2008A	C	60
LMFFM2008B	C	60
LMFFM2009A	C	100
LMFFM2009B	C	100
LMFFM2010A	C	56
LMFFM2010B	C	40
LMFFM2011A	C	16
LMFFM2011B	C	20
LMFFM2012A	C	20
LMFFM2012B	C	24
LMFFM3001A	C	64
LMFFM3001B	C	64
LMFFM3002A	C	64
LMFFM3002B	C	64
LMFFM3003A	C	64
LMFFM3003B	C	64
LMFFM3004A	C	64
LMFFM3004B	C	64
LMFFM3005A	C	64
LMFFM3005B	C	64
LMFFM3006A	C	24
LMFFM3006B	C	24
LMFFM3007A	C	24
LMFFM3007B	C	24
LMFFM3010A	C	8
LMFFM3010B	C	8
LMFFM3011A	C	60
LMFFM3011B	C	60
LMFFM3012A	C	16
LMFFM3012B	C	16
LMFFM3013A	C	16
LMFFM3013B	C	16
LMFFM3020A	C	24
LMFFM3020B	C	24
LMFFM3021A	C	24
LMFFM3021B	C	24
LMFFM3022A	C	52
LMFFM3022B	C	52
LMFFM3023A	C	40
LMFFM3023B	C	40
LMFFM3024A	C	60
LMFFM3024B	C	60
LMFFM3025A	C	60
LMFFM3025B	C	60
LMFFM3026A	C	60
LMFFM3026B	C	60
LMFFM3027A	C	60
LMFFM3027B	C	60
LMFFM3028A	C	40
LMFFM3028B	C	40
LMFFM3030A	C	60
LMFFM3030B	C	60
LMFFM3031A	C	80
LMFFM3031B	C	80
LMFFM3032A	C	40
LMFFM3032B	C	40
LMFFM3033A	C	40
LMFFM3033B	C	40
LMFFM4005A	C	60
LMFFM4006A	C	108
LMFFM4007A	C	64
LMFFM4008A	C	64
LMFFT4001A	C	40
LMFFT4001B	C	40
LMFFT4002A	C	54
LMFFT4002B	C	54
LMFFT4003A	C	60
LMFFT4003B	C	60
LMFFT4004A	C	36
LMFFT4004B	C	36
LMFFT4005A	C	20
LMFFT4005B	C	20
LMFFT4006A	C	160
LMFFT4006B	C	160
LMFFT4007A	C	36
LMFFT4007B	C	36
LMFFT4008A	C	54
LMFFT4008B	C	54
LMFFT4009A	C	24
LMFFT4009B	C	24
LMFFT4010A	C	36
LMFFT4010B	C	36
LMFFT4011A	C	36
LMFFT4011B	C	36
LMFFT4012A	C	40
LMFFT4012B	C	40
LMFFT5001A	C	40
LMFFT5001B	C	40
LMFFT5002A	C	54
LMFFT5002B	C	54
LMFFT5003A	C	
LMFFT5003B	C	20
LMFFT5004A	C	54
LMFFT5004B	C	54
LMFFT5005A	C	60
LMFFT5005B	C	60
LMFFT5006A	C	54
LMFFT5006B	C	54
LMFFT5010A	C	60
LMFFT5010B	C	60
LMFFT5011A	C	108
LMFFT5011B	C	108
LMFFT5012A	C	36
LMFFT5012B	C	36
LMFFT5013A	C	54
LMFFT5013B	C	54
LMFFT5014A	C	44
LMFFT5014B	C	44
LMFFT5015A	C	36
LMFFT5015B	C	44
LMFFT5016A	C	
LMFFT5016B	C	40
LMFFT6001A	C	
LMFFT6001B	C	80
LMFGG1001A	C	100
LMFGG1001B	C	100
LMFGG1001C	C	100
LMFGG2001A	C	56
LMFGG2001B	C	30
LMFGG2001C	C	56
LMFGG2002A	C	8
LMFGG2002B	C	8
LMFGG2003A	C	8
LMFGG2003B	C	8
LMFGG2003C	C	8
LMFGG2004A	C	64
LMFGG2004B	C	64
LMFGG2004C	C	64
LMFGG2005A	C	8
LMFGG2005B	C	30
LMFGG2005C	C	8
LMFGG2006A	C	16
LMFGG2006B	C	16
LMFGG2006C	C	16
LMFGG2007A	C	48
LMFGG2007B	C	48
LMFGG2007C	C	48
LMFGG2008A	C	72
LMFGG2008B	C	40
LMFGG2008C	C	72
LMFGG2009A	C	48
LMFGG2009B	C	40
LMFGG2009C	C	48
LMFGG2010A	C	44
LMFGG2010B	C	44
LMFGG2010C	C	44
LMFGG2011A	C	45
LMFGG3001A	C	20
LMFGG3001B	C	20
LMFGG3001C	C	20
LMFGG3002A	C	24
LMFGG3002B	C	24
LMFGG3002C	C	40
LMFGG3003A	C	28
LMFGG3003B	C	30
LMFGG3003C	C	32
LMFGG3004A	C	73
LMFGG3004B	C	73
LMFGG3004C	C	73
LMFGG3005A	C	56
LMFGG3005B	C	56
LMFGG3005C	C	53
LMFGG3006A	C	48
LMFGG3006B	C	48
LMFGG3006C	C	70
LMFGG3007A	C	40
LMFGG3007B	C	40
LMFGG3007C	C	40
LMFGG3008A	C	32
LMFGG3008B	C	32
LMFGG3008C	C	32
LMFGG3009A	C	60
LMFGG3009B	C	60
LMFGG3009C	C	60
LMFGG3010A	C	60
LMFGG3010B	C	60
LMFGG3010C	C	65
LMFGG3011A	C	60
LMFGG3011B	C	60
LMFGG3011C	C	60
LMFGG3012A	C	60
LMFGG3012B	C	60
LMFGG3012C	C	70
LMFGG3013A	C	56
LMFGG3013B	C	56
LMFGG3013C	C	65
LMFGG3014A	C	32
LMFGG3014B	C	32
LMFGG3015A	C	24
LMFGG3015B	C	24
LMFGG3015C	C	24
LMFGG3016A	C	40
LMFGG3016B	C	70
LMFGG3016C	C	40
LMFGG3017A	C	40
LMFGG3017B	C	40
LMFGG3017C	C	45
LMFGG3018A	C	40
LMFGG3018B	C	40
LMFGG3018C	C	60
LMFGG3019A	C	40
LMFGG3019B	C	70
LMFGG3019C	C	40
LMFGG3020A	C	50
LMFGG3021A	C	50
LMFGN2002A	C	16
LMFGN2002B	C	16
LMFGN3001A	C	24
LMFGN3001B	C	24
LMFGN3002A	C	16
LMFGN3002B	C	25
LMFID1001A	C	100
LMFID3002A	C	20
LMFID3005A	C	36
LMFID4001A	C	80
LMFID4002A	C	80
LMFID4003A	C	20
LMFID4004A	C	36
LMFID4005A	C	50
LMFID4006A	C	54
LMFID4007A	C	54
LMFID4008A	C	36
LMFID4009A	C	36
LMFID4010A	C	36
LMFID4011A	C	10
LMFID5001A	C	108
LMFID5002A	C	108
LMFID5003A	C	40
LMFID5004A	C	72
LMFID5005A	C	60
LMFID5006A	C	36
LMFID5007A	C	40
LMFID5008A	C	108
LMFID5009A	C	40
LMFID5010A	C	36
LMFID5011A	C	54
LMFID5012A	C	36
LMFID5013A	C	108
LMFID5014A	C	80
LMFID5015A	C	80
LMFID6001A	C	54
LMFID6002A	C	54
LMFID6003A	C	108
LMFID6004A	C	108
LMFID6005A	C	108
LMFID6006A	C	108
LMFID6007A	C	40
LMFID6008A	C	36
LMFID6009A	C	72
LMFKB2001A	C	12
LMFKB2002A	C	12
LMFKB3001A	C	80
LMFKB3002A	C	46
LMFKB3003A	C	20
LMFKB3004A	C	16
LMFKB3005A	C	80
LMFKB3006A	C	35
LMFKB3007A	C	40
LMFKB3008A	C	22
LMFKB4001A	C	84
LMFKB4002A	C	60
LMFKB4003A	C	72
LMFKB4004A	C	60
LMFKB4005A	C	48
LMFKB4006A	C	84
LMFKB4007A	C	72
LMFKB4008A	C	60
LMFMB1001A	C	100
LMFMB1001B	C	100
LMFMB2001A	C	40
LMFMB2001B	C	56
LMFMB2002A	C	20
LMFMB2002B	C	20
LMFMB2003A	C	20
LMFMB2003B	C	40
LMFMB2004A	C	20
LMFMB2004B	C	40
LMFMB3001A	C	20
LMFMB3001B	C	20
LMFMB3002A	C	8
LMFMB3002B	C	40
LMFMB3003A	C	80
LMFMB3003B	C	20
LMFMB3004A	C	80
LMFMB3004B	C	80
LMFMI3001A	C	48
LMFMI3002A	C	30
LMFMI3003A	C	80
LMFMI3004A	C	320
LMFMI3005A	C	80
LMFMI3006A	C	80
LMFMI3007A	C	80
LMFMI3008A	C	260
LMFMI3009A	C	56
LMFMI3010A	C	40
LMFMI3011A	C	40
LMFMI4001A	C	80
LMFMI4002A	C	80
LMFMI4003A	C	80
LMFMI4004A	C	100
LMFPF1001A	C	80
LMFPF1001B	C	100
LMFPF2001A	C	40
LMFPF2001B	C	40
LMFPF2002A	C	28
LMFPF2002B	C	28
LMFPF2003A	C	40
LMFPF2003B	C	40
LMFPF2004A	C	52
LMFPF2004B	C	52
LMFPF2005A	C	44
LMFPF2005B	C	44
LMFPF2006A	C	24
LMFPF2006B	C	24
LMFPF2007A	C	40
LMFPF2007B	C	40
LMFPF2008A	C	44
LMFPF2008B	C	44
LMFPF3001A	C	32
LMFPF3001B	C	32
LMFPF3002A	C	48
LMFPF3002B	C	48
LMFPF3003A	C	60
LMFPF3003B	C	60
LMFPF3004A	C	60
LMFPF3004B	C	60
LMFPF3005A	C	60
LMFPF3005B	C	60
LMFPF3006A	C	48
LMFPF3006B	C	48
LMFPF3007A	C	48
LMFPF3007B	C	48
LMFPF3008A	C	60
LMFPF3008B	C	60
LMFPF3009A	C	28
LMFPF3009B	C	28
LMFPF4001A	C	80
LMFPF4001B	C	80
LMFPF4002A	C	80
LMFPF4002B	C	80
LMFPT3001A	C	12
LMFPT3002A	C	15
LMFPT3003A	C	50
LMFPT3004A	C	90
LMFPT3005A	C	40
LMFPT3006A	C	50
LMFPT3007A	C	40
LMFPT3008A	C	30
LMFPT3009A	C	30
LMFPT3010A	C	30
LMFPT3011A	C	60
LMFPT3012A	C	60
LMFPT3013A	C	60
LMFPT3014A	C	90
LMFPT3015A	C	40
LMFPT3016A	C	20
LMFSF1001A	C	80
LMFSF1001B	C	100
LMFSF2001A	C	40
LMFSF2001B	C	40
LMFSF2002A	C	48
LMFSF2002B	C	48
LMFSF2003A	C	60
LMFSF2003B	C	60
LMFSF2004A	C	16
LMFSF2004B	C	16
LMFSF2005A	C	16
LMFSF2005B	C	16
LMFSF2006A	C	56
LMFSF2006B	C	56
LMFSF2007A	C	48
LMFSF2007B	C	48
LMFSF2008A	C	40
LMFSF2008B	C	40
LMFSF2009A	C	40
LMFSF2009B	C	40
LMFSF2010A	C	24
LMFSF2010B	C	24
LMFSF2011A	C	48
LMFSF2011B	C	48
LMFSF2012A	C	24
LMFSF2012B	C	24
LMFSF2013A	C	24
LMFSF2013B	C	24
LMFSF2014A	C	56
LMFSF2014B	C	56
LMFSF3001A	C	10
LMFSF3001B	C	24
LMFSF3002A	C	10
LMFSF3002B	C	24
LMFSF3003A	C	40
LMFSF3003B	C	40
LMFSF3004A	C	56
LMFSF3004B	C	56
LMFSF3005A	C	56
LMFSF3005B	C	56
LMFSF3006A	C	24
LMFSF3006B	C	24
LMFSF3007A	C	40
LMFSF3007B	C	40
LMFSF3008A	C	56
LMFSF3008B	C	56
LMFSF3009A	C	60
LMFSF3009B	C	60
LMFSF3010A	C	45
LMFSF3010B	C	48
LMFSF3011A	C	52
LMFSF3011B	C	52
LMFSF3012A	C	35
LMFSF3012B	C	60
LMFSF3013A	C	40
LMFSF3013B	C	40
LMFSF3014A	C	48
LMFSF3014B	C	48
LMFSL2001A	C	112
LMFSL2001B	C	112
LMFSL3001A	C	50
LMFSL3001B	C	50
LMFSL3002A	C	128
LMFSL3003A	C	80
LMFSL3004A	C	40
LMFSL3004B	C	40
LMFSL3005A	C	80
LMFSL3005B	C	80
LMFSL3006A	C	80
LMFSL3006B	C	80
LMFSL3007A	C	180
LMFSL5001A	C	80
LMFSL5001B	C	
LMFSL5002A	C	80
LMFSL5002B	C	
LMFSL5003A	C	80
LMFSL5003B	C	
LMFSL5004A	C	80
LMFSL5004B	C	
LMFSL5005A	C	80
LMFSL5005B	C	
LMFSS2001A	C	56
LMFSS2002A	C	30
LMFSS2003A	C	20
LMFSS2004A	C	30
LMFSS3001A	C	60
LMFSS3002A	C	24
LMFSS3003A	C	16
LMFUP1001A	C	100
LMFUP1001B	C	100
LMFUP2001A	C	48
LMFUP2001B	C	48
LMFUP2002A	C	36
LMFUP2002B	C	36
LMFUP2003A	C	48
LMFUP2003B	C	48
LMFUP2004A	C	36
LMFUP2004B	C	36
LMFUP2005A	C	36
LMFUP2005B	C	36
LMFUP2006A	C	48
LMFUP2006B	C	48
LMFUP3001A	C	64
LMFUP3001B	C	64
LMFUP3002A	C	48
LMFUP3002B	C	48
LMFUP3003A	C	60
LMFUP3003B	C	60
LMFUP3004A	C	24
LMFUP3004B	C	24
LMFUP3005A	C	24
LMFUP3005B	C	24
LMFUP3006A	C	24
LMFUP3006B	C	24
LMFUP3007A	C	48
LMFUP3007B	C	48
LMFUP3008A	C	24
LMFUP3008B	C	24
LMFUP3009A	C	24
LMFUP3009B	C	24
LMFUP3010A	C	28
LMFUP3010B	C	28
LMFUP3011A	C	48
LMFUP3011B	C	48
LMFUP3012A	C	60
LMFUP3012B	C	60
LMFUP3013A	C	60
LMFUP3013B	C	60
LMFUP3014A	C	100
LMFUP3014B	C	100
LMTCG2001A	C	20
LMTCG2002A	C	120
LMTCG2003A	C	30
LMTCG3001A	C	30
LMTCG3002A	C	60
LMTCG3003A	C	60
LMTCL1001A	C	40
LMTCL1001B	C	40
LMTCL2001A	C	40
LMTCL2001B	C	40
LMTCL2002A	C	9
LMTCL2002B	C	30
LMTCL2003A	C	34
LMTCL2003B	C	50
LMTCL2004A	C	50
LMTCL2004B	C	50
LMTCL2005A	C	9
LMTCL2005B	C	30
LMTCL2006A	C	20
LMTCL2006B	C	20
LMTCL2007A	C	20
LMTCL2007B	C	20
LMTCL2008A	C	9
LMTCL2008B	C	20
LMTCL2009A	C	10
LMTCL2009B	C	10
